path,label,inter_obj_corr_median,inter_obj_corr_mean,inter_obj_corr_min,inter_obj_pairs,orient_phase_noise_objmedian,orient_phase_noise_objspread,orient_R_median_objmedian,orient_R_median_objspread,edgeflow_align_median_objmedian,edgeflow_align_median_objspread,edgeflow_align_diff_std_objmedian,edgeflow_align_diff_std_objspread,inside_out_dI_diffz_std_objmedian,inside_out_dI_diffz_std_objspread,inside_out_dG_diffz_std_objmedian,inside_out_dG_diffz_std_objspread,hf_var_ratio_median_objmedian,hf_var_ratio_median_objspread,hf_var_ratio_std_objmedian,hf_var_ratio_std_objspread,psd_slope_diff_median_objmedian,psd_slope_diff_median_objspread,psd_slope_diff_std_objmedian,psd_slope_diff_std_objspread,valid_frac_objmedian,valid_frac_objspread
/workspace/data/raw/real/Kinetics-400/-N4vEATi9Mk_000003_000013.mp4,1,0.3832232356071472,0.27426332235336304,-0.7648152709007263,13.0,0.2254512906074524,0.3351808488368988,0.44885358214378357,0.1741873174905777,0.5740244388580322,0.18875747919082642,0.14988426864147186,0.07030034810304642,0.5158186554908752,0.3815810978412628,0.40470269322395325,0.28333330154418945,0.37002477049827576,0.09277530014514923,0.12158896774053574,0.16763614118099213,-0.39819496870040894,0.5978272557258606,0.3886472284793854,0.2417638599872589,0.0625,0.43362489342689514
/workspace/data/raw/real/Kinetics-400/-RSJUEuvvEU_000000_000010.mp4,1,nan,nan,nan,0.0,0.13420289754867554,0.005010444670915604,0.256223201751709,0.12894679605960846,0.587193489074707,0.08684161305427551,0.09130298346281052,0.013380483724176884,1.0581108331680298,0.41641587018966675,1.1707353591918945,0.15978960692882538,0.13286742568016052,0.11583613604307175,0.0029084309935569763,0.09045075625181198,-0.9568248987197876,0.6003322601318359,0.06038171797990799,0.2120106965303421,1.0,0.0
/workspace/data/raw/real/Kinetics-400/-ToJaKgfuX4_000044_000054.mp4,1,nan,nan,nan,0.0,0.2777029275894165,0.03337746858596802,0.1557045429944992,0.09043942391872406,0.5626676082611084,0.07361331582069397,0.12119477242231369,0.015847159549593925,0.9775083065032959,0.02960606850683689,0.9304233193397522,0.18567577004432678,13.67568588256836,13.627923011779785,16.912214279174805,16.879051208496094,-0.3608674108982086,0.7944905161857605,0.438740611076355,0.04158858582377434,1.0,0.0
/workspace/data/raw/real/Kinetics-400/-Mob0EqFhq0_000345_000355.mp4,1,nan,nan,nan,0.0,0.061205558478832245,0.0,0.20597927272319794,0.0,0.5195065140724182,0.0,0.1246352344751358,0.0,0.42191648483276367,0.0,0.83559650182724,0.0,0.12472286820411682,0.0,0.04399313032627106,0.0,-0.38084718585014343,0.0,0.2707246243953705,0.0,1.0,0.0
/workspace/data/raw/real/Kinetics-400/-IhBg_bfydQ_000023_000033.mp4,1,nan,nan,nan,0.0,0.1766904890537262,0.0,0.2173379510641098,0.0,0.5910992622375488,0.0,0.07676324248313904,0.0,0.656863272190094,0.0,0.6995192170143127,0.0,2.9987192153930664,0.0,2.1695847511291504,0.0,-0.01242287177592516,0.0,0.17413754761219025,0.0,1.0,0.0
/workspace/data/raw/real/Kinetics-400/-RZu0saT-50_000004_000014.mp4,1,nan,nan,nan,0.0,0.38132336735725403,0.0,0.454115092754364,0.0,0.6885127425193787,0.0,0.10450293868780136,0.0,0.610499918460846,0.0,0.5652058124542236,0.0,0.7758852243423462,0.0,0.42918726801872253,0.0,-0.8122870922088623,0.0,0.20774845778942108,0.0,1.0,0.0
/workspace/data/raw/real/Kinetics-400/-jO5bQ7panE_000005_000015.mp4,1,0.08432897180318832,0.08432897180318832,0.08432897180318832,1.0,0.08214794099330902,0.023611489683389664,0.20057931542396545,0.02556673064827919,0.611028790473938,0.02434532530605793,0.04890190064907074,0.022380905225872993,0.487123042345047,0.21625888347625732,1.0058684349060059,0.44770950078964233,0.6228293180465698,0.28269341588020325,0.22136551141738892,0.24196569621562958,-0.2989337742328644,0.01893107034265995,0.2097679227590561,0.02014816924929619,1.0,0.0
/workspace/data/raw/real/Kinetics-400/-2hoixBAoJ4_000346_000356.mp4,1,nan,nan,nan,0.0,0.49770501255989075,0.0,0.13097861409187317,0.0,0.6102338433265686,0.0,0.04947957769036293,0.0,0.7657751441001892,0.0,0.5739949345588684,0.0,1.0251572132110596,0.0,0.31851667165756226,0.0,0.6946494579315186,0.0,0.39168819785118103,0.0,1.0,0.0
/workspace/data/raw/real/Kinetics-400/-0S06ntmN_I_000019_000029.mp4,1,nan,nan,nan,0.0,0.08979856222867966,0.0,0.30271580815315247,0.0,0.549045205116272,0.0,0.09269542247056961,0.0,0.7790279984474182,0.0,0.8897028565406799,0.0,0.9537352323532104,0.0,0.1651121973991394,0.0,-0.620850682258606,0.0,0.09527391195297241,0.0,1.0,0.0
/workspace/data/raw/real/Kinetics-400/-ga1WJuWd1k_000021_000031.mp4,1,nan,nan,nan,0.0,0.10577277839183807,0.0,0.09396074712276459,0.0,0.6120081543922424,0.0,0.05381287634372711,0.0,1.095853567123413,0.0,0.7617756724357605,0.0,13.278850555419922,0.0,1.8288185596466064,0.0,0.13406220078468323,0.0,0.08543845266103745,0.0,1.0,0.0
